,sin2_2theta,delta_m2,-2dllh_estimate_crit_0.5,-2dllh_estimate_crit_0.6,-2dllh_estimate_crit_0.7,-2dllh_estimate_crit_0.8,-2dllh_estimate_crit_0.85,-2dllh_estimate_crit_0.9,-2dllh_estimate_crit_0.95,-2dllh_estimate_crit_0.97,-2dllh_estimate_crit_0.99
797,0.38566204211634725,57.36152510448679,0.4613755792379379,0.5870010018348694,0.6964183092117309,0.8654706478118896,0.9303283512592315,0.9943484067916871,1.0582107186317442,1.1334257817268372,1.3227735686302187
798,0.38566204211634725,72.7895384398315,-0.08796916902065277,0.003723274404183017,0.09974969029426572,0.1866551160812378,0.21498339995741844,0.25212484598159834,0.3800618350505829,0.407957319021225,0.4614944460988054
799,0.38566204211634725,92.36708571873861,-2.7095542550086975,-0.990747618675232,-0.5485338807106018,-0.005344945937394998,0.10540252663195104,0.30443923175334936,0.4486732348799705,0.532432588338852,0.6273837131261831
800,0.38566204211634725,117.21022975334806,-0.42827849090099335,-0.3079199016094208,-0.2116228953003884,-0.15014058053493498,-0.10625381730496891,-0.08413673341274257,-0.023354043904691934,-0.022191969864070404,-0.011915094717405693
801,0.38566204211634725,148.73521072935117,-0.5647189915180206,-0.47931174635887147,0.04493993967771529,0.06302767097949982,0.06696912795305252,0.07140868529677392,0.08152670003473758,0.08200712241232395,0.09724751375615598
802,0.38566204211634725,188.73918221350976,-0.40799567103385925,-0.2643405139446259,-0.10395161136984829,0.04837127327919013,0.09677058905363081,0.11072093769907955,0.12265017218887804,0.12948841974139214,0.14134965032339097
803,0.38566204211634725,239.5026619987486,-0.4008685052394867,-0.27483619451522834,-0.16250471621751789,-0.07986307144165039,-0.04137296378612526,0.01718915309757012,0.06290227323770523,0.06687796622514726,0.08723989434540276
804,0.38566204211634725,303.9195382313198,-0.45172399282455444,-0.4238599479198456,-0.3319572359323502,-0.10097135454416276,-0.02926750732585789,0.0007646190468222079,0.030150004290044292,0.05556156966835261,0.07724757812917236
805,0.38566204211634725,385.6620421163472,-0.6183307766914368,-0.37089210748672485,-0.30600829720497136,-0.17956468164920802,-0.13510819151997566,-0.12051807269453998,-0.09903306514024736,-0.08525332015007732,-0.05247847165912389
806,0.38566204211634725,489.3900918477494,-0.02584211900830269,-0.01757871024310589,-0.012507300637662411,-0.004056891519576308,0.0029701523599214848,0.007319932710379364,0.011275259498506773,0.016772198490798477,0.03581143058836462
807,0.38566204211634725,621.0169418915616,-0.06370679289102554,-0.05796496421098709,-0.05252626650035382,-0.04180188849568367,-0.03444398231804375,-0.024266746640205377,-0.020146917551755905,-0.02005525445565581,-0.005994155886582147
808,0.38566204211634725,788.0462815669912,-0.42248231172561646,-0.380845719575882,-0.3219134032726288,-0.2608964204788208,-0.25168100520968445,-0.1885311514139174,-0.07275450155138972,-0.054287234954535905,-0.0029997559916227147
809,0.38566204211634725,1000.0,-0.5659576952457428,-0.5429446697235107,-0.5257941365242005,-0.4927871525287628,-0.4829181596636773,-0.4485794603824615,-0.05271136071532965,-0.050627188682556154,-0.03983749590814105
